year,team_id,game_id,league_id,level_id,split_id,pa,ab,h,k,tb,s,d,t,hr,sb,cs,rbi,r,bb,ibb,hp,sh,sf,ci,gdp,g,gs,ebh,pitches_seen,avg,obp,slg,rc,rc27,iso,woba,ops,sbp,kp,bbp,wpa,babip
0,0,0,0,0,0,46160,42068,11876,3611,16318,8871,2010,553,442,741,606,0,5887,4092,0,0,0,0,0,0,1232,0,3005,0,0.2823,0.3459,0.3879,5912.9190,5.1837,0.1056,0.3467,0.7338,55.0111,7.8228,8.8648,0.0000,0.3008
0,0,0,0,0,0,46710,43216,12348,3408,17050,9310,1912,588,538,824,657,0,5987,3494,0,0,0,0,0,0,1234,0,3038,0,0.2857,0.3392,0.3945,5977.4220,5.1194,0.1088,0.3448,0.7337,55.6381,7.2961,7.4802,0.0000,0.3007
0,0,0,0,0,0,46416,42280,12253,3249,16743,9108,2197,551,397,749,581,0,6141,4136,0,0,0,0,0,0,1234,0,3145,0,0.2898,0.3531,0.3960,6201.0844,5.4701,0.1062,0.3531,0.7491,56.3158,6.9997,8.9107,0.0000,0.3069
0,0,0,0,0,0,45661,42445,12009,3408,16631,9007,1881,622,499,754,659,0,5581,3216,0,0,0,0,0,0,1228,0,3002,0,0.2829,0.3334,0.3918,5697.1527,4.9469,0.1089,0.3399,0.7253,53.3616,7.4637,7.0432,0.0000,0.2987
0,0,0,0,0,0,46884,42595,12418,3308,17349,9110,2218,557,533,711,582,0,6401,4289,0,0,0,0,0,0,1232,0,3308,0,0.2915,0.3563,0.4073,6477.6041,5.6860,0.1158,0.3559,0.7636,54.9884,7.0557,9.1481,0.0000,0.3067
0,0,0,0,0,0,46319,42859,12495,3373,17751,9125,2120,614,636,672,517,0,6195,3460,0,0,0,0,0,0,1224,0,3370,0,0.2915,0.3445,0.4142,6332.6630,5.5368,0.1226,0.3509,0.7586,56.5181,7.2821,7.4699,0.0000,0.3053
0,0,0,0,0,0,45994,41762,11750,3452,16353,8563,2195,568,424,664,509,0,5831,4232,0,0,0,0,0,0,1232,0,3187,0,0.2814,0.3475,0.3916,5987.6883,5.2969,0.1102,0.3455,0.7391,56.6070,7.5053,9.2012,0.0000,0.2989
0,0,0,0,0,0,45482,42009,11755,3359,16198,8779,1948,589,439,608,0,0,5612,3473,0,0,0,0,0,0,1236,0,2976,0,0.2798,0.3348,0.3856,5831.4983,5.2043,0.1058,0.3358,0.7204,100.0000,7.3853,7.6360,0.0000,0.2961
0,0,0,0,0,0,46135,42117,12024,3341,16822,8714,2261,610,439,788,511,0,6094,4018,0,0,0,0,0,0,1238,0,3310,0,0.2855,0.3477,0.3994,6152.6258,5.4281,0.1139,0.3465,0.7471,60.6620,7.2418,8.7092,0.0000,0.3022
0,0,0,0,0,0,45757,42344,11935,3491,16352,9024,1888,540,483,649,0,0,5651,3413,0,0,0,0,0,0,1234,0,2911,0,0.2819,0.3354,0.3862,5895.7022,5.2348,0.1043,0.3348,0.7216,100.0000,7.6294,7.4590,0.0000,0.2985
0,0,0,0,0,0,45945,42117,11831,3719,16720,8528,2200,620,483,697,476,0,5876,3828,0,0,0,0,0,0,1234,0,3303,0,0.2809,0.3408,0.3970,5973.9694,5.2434,0.1161,0.3402,0.7378,59.4203,8.0945,8.3317,0.0000,0.2993
0,0,0,0,0,0,46184,42336,11901,3410,16788,8752,2021,518,610,568,0,0,5769,3848,0,0,0,0,0,0,1228,0,3149,0,0.2811,0.3410,0.3965,6166.6897,5.4707,0.1154,0.3403,0.7375,100.0000,7.3835,8.3319,0.0000,0.2947
0,0,0,0,0,0,46235,42181,11976,3578,17188,8553,2229,599,595,634,491,0,6138,4054,0,0,0,0,0,0,1226,0,3423,0,0.2839,0.3467,0.4075,6241.7207,5.4902,0.1236,0.3448,0.7542,56.3556,7.7387,8.7682,0.0000,0.2994
0,0,0,0,0,0,46991,43030,12668,3465,18321,9092,2253,569,754,692,0,0,6609,3961,0,0,0,0,0,0,1232,0,3576,0,0.2944,0.3539,0.4258,6975.1491,6.2028,0.1314,0.3548,0.7796,100.0000,7.3738,8.4293,0.0000,0.3070
0,0,0,0,0,0,46857,42882,12338,4088,18044,8634,2375,656,673,598,423,0,6670,3975,0,0,0,0,0,0,1232,0,3704,0,0.2877,0.3481,0.4208,6574.9542,5.7327,0.1331,0.3459,0.7689,58.5700,8.7244,8.4833,0.0000,0.3060
0,0,0,0,0,0,47384,43693,13260,3848,19572,9357,2386,625,892,481,0,0,7025,3691,0,0,0,0,0,0,1236,0,3903,0,0.3035,0.3577,0.4479,7434.4072,6.5958,0.1445,0.3598,0.8057,100.0000,8.1209,7.7895,0.0000,0.3175
0,0,0,0,0,0,47838,43670,12154,4047,17281,8717,2323,538,576,624,452,0,6355,4168,0,0,0,0,0,0,1236,0,3437,0,0.2783,0.3412,0.3957,6200.0286,5.2365,0.1174,0.3405,0.7369,57.9926,8.4598,8.7127,0.0000,0.2965
0,0,0,0,0,0,46443,42941,11883,3862,16614,8670,2188,532,493,462,0,0,5537,3502,0,0,0,0,0,0,1236,0,3213,0,0.2767,0.3313,0.3869,5884.8660,5.1160,0.1102,0.3315,0.7182,100.0000,8.3156,7.5404,0.0000,0.2952
0,0,0,0,0,0,47835,43430,12017,4029,17565,8453,2287,570,707,544,405,0,6436,4405,0,0,0,0,0,0,1230,0,3564,0,0.2767,0.3433,0.4044,6359.6480,5.3966,0.1277,0.3407,0.7477,57.3235,8.4227,9.2087,0.0000,0.2923
0,0,0,0,0,0,46904,43763,12091,3857,17341,8645,2293,502,651,445,0,0,5680,3141,0,0,0,0,0,0,1236,0,3446,0,0.2763,0.3247,0.3962,5971.8182,5.0909,0.1200,0.3269,0.7210,100.0000,8.2232,6.6967,0.0000,0.2914
0,0,0,0,0,0,47044,42674,11637,3904,16638,8395,2090,545,607,452,376,0,6080,4370,0,0,0,0,0,0,1216,0,3242,0,0.2727,0.3403,0.3899,5983.8115,5.1432,0.1172,0.3396,0.7301,54.5894,8.2986,9.2892,0.0000,0.2890
0,0,0,0,0,0,45538,42559,11332,3528,15410,8596,1854,422,460,408,0,0,4908,2979,0,0,0,0,0,0,1236,0,2736,0,0.2663,0.3143,0.3621,5152.9091,4.4554,0.0958,0.3144,0.6764,100.0000,7.7474,6.5418,0.0000,0.2819
0,0,0,0,0,0,47547,42932,11968,4279,17135,8626,2205,449,688,547,315,0,6305,4615,0,0,0,0,0,0,1230,0,3342,0,0.2788,0.3488,0.3991,6370.5265,5.4990,0.1204,0.3454,0.7479,63.4571,8.9995,9.7062,0.0000,0.2971
0,0,0,0,0,0,46229,42982,11996,4150,16938,8799,2108,433,656,362,0,0,5695,3247,0,0,0,0,0,0,1216,0,3197,0,0.2791,0.3297,0.3941,5925.3655,5.1631,0.1150,0.3321,0.7238,100.0000,8.9770,7.0237,0.0000,0.2970
0,0,0,0,0,0,47543,42999,12033,3936,17284,8633,2212,525,663,480,329,0,6220,4544,0,0,0,0,0,0,1222,0,3400,0,0.2798,0.3487,0.4020,6395.9357,5.5181,0.1221,0.3459,0.7506,59.3325,8.2788,9.5577,0.0000,0.2961
0,0,0,0,0,0,46722,43438,12041,4072,17004,8864,2053,462,662,403,0,0,5806,3284,0,0,0,0,0,0,1234,0,3177,0,0.2772,0.3280,0.3915,5926.1784,5.0962,0.1143,0.3300,0.7195,100.0000,8.7154,7.0288,0.0000,0.2940
0,0,0,0,0,0,48594,43747,12657,4023,18427,8951,2400,548,758,562,320,0,7009,4847,0,0,0,0,0,0,1236,0,3706,0,0.2893,0.3602,0.4212,7065.2146,6.0733,0.1319,0.3598,0.7814,63.7188,8.2788,9.9745,0.0000,0.3054
0,0,0,0,0,0,47456,43891,12206,4203,16957,9098,2071,431,606,401,0,0,5837,3565,0,0,0,0,0,0,1240,0,3108,0,0.2781,0.3323,0.3863,6012.6339,5.1236,0.1082,0.3317,0.7187,100.0000,8.8566,7.5122,0.0000,0.2968
0,0,0,0,0,0,48076,43303,12178,4443,17968,8539,2294,539,806,562,337,0,6503,4773,0,0,0,0,0,0,1244,0,3639,0,0.2812,0.3526,0.4149,6739.1894,5.7834,0.1337,0.3526,0.7675,62.5139,9.2416,9.9280,0.0000,0.2988
0,0,0,0,0,0,46327,42660,11591,4553,16301,8587,1922,458,624,459,0,0,5567,3667,0,0,0,0,0,0,1234,0,3004,0,0.2717,0.3294,0.3821,5761.4290,5.0069,0.1104,0.3279,0.7115,100.0000,9.8280,7.9155,0.0000,0.2926
0,0,0,0,0,0,47424,42500,11935,4251,17630,8453,2133,485,864,542,325,0,6581,4924,0,0,0,0,0,0,1226,0,3482,0,0.2808,0.3555,0.4148,6691.1659,5.8485,0.1340,0.3554,0.7703,62.5144,8.9638,10.3829,0.0000,0.2961
0,0,0,0,0,0,46221,42513,11358,4093,16004,8384,1913,450,611,354,0,0,5388,3708,0,0,0,0,0,0,1220,0,2974,0,0.2672,0.3260,0.3764,5590.8449,4.8452,0.1093,0.3251,0.7024,100.0000,8.8553,8.0223,0.0000,0.2842
0,0,0,0,0,0,47251,42594,11866,4314,17357,8465,2107,498,796,589,345,0,6404,4657,0,0,0,0,0,0,1230,0,3401,0,0.2786,0.3497,0.4075,6462.1953,5.6151,0.1289,0.3492,0.7572,63.0621,9.1300,9.8559,0.0000,0.2953
0,0,0,0,0,0,46109,42285,11505,4195,16320,8406,2032,418,649,368,0,0,5472,3824,0,0,0,0,0,0,1232,0,3099,0,0.2721,0.3325,0.3860,5819.7606,5.1051,0.1139,0.3318,0.7184,100.0000,9.0980,8.2934,0.0000,0.2899
0,0,0,0,0,0,47514,43017,11674,4727,17516,8111,2167,513,883,478,333,0,6147,4497,0,0,0,0,0,0,1238,0,3563,0,0.2714,0.3403,0.4072,6311.2600,5.3796,0.1358,0.3414,0.7475,58.9396,9.9486,9.4646,0.0000,0.2885
0,0,0,0,0,0,46765,42986,11328,4329,16158,8290,1934,416,688,475,0,0,5421,3779,0,0,0,0,0,0,1234,0,3038,0,0.2635,0.3230,0.3759,5616.8837,4.7904,0.1124,0.3207,0.6989,100.0000,9.2569,8.0808,0.0000,0.2802
0,0,0,0,0,0,47867,43125,11492,4425,16776,8184,2066,508,734,471,323,0,5902,4742,0,0,0,0,0,0,1244,0,3308,0,0.2665,0.3391,0.3890,6067.5799,5.1266,0.1225,0.3402,0.7282,59.3199,9.2444,9.9066,0.0000,0.2834
0,0,0,0,0,0,46878,42729,11039,4414,15440,8191,1892,359,597,411,0,0,5266,4149,0,0,0,0,0,0,1244,0,2848,0,0.2583,0.3240,0.3613,5421.1486,4.6188,0.1030,0.3217,0.6853,100.0000,9.4159,8.8506,0.0000,0.2768
0,0,0,0,0,0,46273,41955,10785,4144,14981,8055,1797,400,533,538,390,0,5211,4318,0,0,0,0,0,0,1222,0,2730,0,0.2571,0.3264,0.3571,5209.2917,4.4566,0.1000,0.3259,0.6835,57.9741,8.9555,9.3316,0.0000,0.2750
0,0,0,0,0,0,45845,41769,10391,4189,14331,7850,1680,323,538,423,0,0,4784,4076,0,0,0,0,0,0,1226,0,2541,0,0.2488,0.3156,0.3431,4926.1705,4.2388,0.0943,0.3147,0.6587,100.0000,9.1373,8.8908,0.0000,0.2660
0,0,0,0,0,0,46538,42213,10522,4498,14407,7952,1728,369,473,626,449,0,4796,4325,0,0,0,0,0,0,1234,0,2570,0,0.2493,0.3190,0.3413,4905.8699,4.1213,0.0920,0.3182,0.6603,58.2326,9.6652,9.2935,0.0000,0.2698
0,0,0,0,0,0,46539,42491,10945,4059,14756,8386,1739,388,432,384,0,0,4898,4048,0,0,0,0,0,0,1242,0,2559,0,0.2576,0.3222,0.3473,5157.1874,4.4140,0.0897,0.3218,0.6694,100.0000,8.7217,8.6981,0.0000,0.2767
0,0,0,0,0,0,46699,42748,11114,4244,15088,8471,1771,413,459,539,339,0,5058,3951,0,0,0,0,0,0,1238,0,2643,0,0.2600,0.3226,0.3530,5170.1476,4.3660,0.0930,0.3200,0.6756,61.3895,9.0880,8.4606,0.0000,0.2801
0,0,0,0,0,0,46902,42918,11191,3941,15588,8339,1882,395,575,381,0,0,5295,3984,0,0,0,0,0,0,1246,0,2852,0,0.2608,0.3235,0.3632,5442.6942,4.6318,0.1025,0.3246,0.6868,100.0000,8.4026,8.4943,0.0000,0.2764
0,0,0,0,0,0,45769,41624,10634,4186,14382,8138,1674,392,430,453,373,0,4774,4145,0,0,0,0,0,0,1224,0,2496,0,0.2555,0.3229,0.3455,4940.1542,4.2529,0.0900,0.3203,0.6684,54.8426,9.1459,9.0563,0.0000,0.2757
0,0,0,0,0,0,46973,42823,11343,3864,15569,8607,1823,336,577,525,0,0,5512,4150,0,0,0,0,0,0,1236,0,2736,0,0.2649,0.3298,0.3636,5581.0158,4.7868,0.0987,0.3309,0.6934,100.0000,8.2260,8.8349,0.0000,0.2805
0,0,0,0,0,0,46640,42239,10793,5228,15381,7912,1827,401,653,406,340,0,5037,4401,0,0,0,0,0,0,1242,0,2881,0,0.2555,0.3258,0.3641,5330.2356,4.5277,0.1086,0.3268,0.6899,54.4236,11.2093,9.4361,0.0000,0.2789
0,0,0,0,0,0,46493,42094,10762,4474,14964,8066,1752,382,562,478,0,0,4916,4399,0,0,0,0,0,0,1242,0,2696,0,0.2557,0.3261,0.3555,5333.6602,4.5962,0.0998,0.3236,0.6816,100.0000,9.6230,9.4616,0.0000,0.2752
0,0,0,0,0,0,46747,42002,10739,4633,15308,7940,1708,412,679,399,333,0,5161,4745,0,0,0,0,0,0,1246,0,2799,0,0.2557,0.3312,0.3645,5428.5158,4.6389,0.1088,0.3274,0.6957,54.5082,9.9108,10.1504,0.0000,0.2742
0,0,0,0,0,0,46911,42434,11264,4529,16566,8126,1860,392,886,361,0,0,5666,4477,0,0,0,0,0,0,1240,0,3138,0,0.2654,0.3356,0.3904,6012.3030,5.2080,0.1249,0.3389,0.7259,100.0000,9.6545,9.5436,0.0000,0.2803
0,0,0,0,0,0,47385,42155,11212,4304,16088,8206,1846,450,710,363,288,0,5841,5230,0,0,0,0,0,0,1236,0,3006,0,0.2660,0.3470,0.3816,6012.4721,5.1979,0.1157,0.3429,0.7286,55.7604,9.0830,11.0372,0.0000,0.2828
0,0,0,0,0,0,46662,42256,11022,4729,16165,7953,1840,384,845,449,0,0,5487,4406,0,0,0,0,0,0,1238,0,3069,0,0.2608,0.3306,0.3825,5800.6397,5.0143,0.1217,0.3337,0.7132,100.0000,10.1346,9.4424,0.0000,0.2774
0,0,0,0,0,0,47296,41669,10961,4369,15787,8064,1737,391,769,366,299,0,5776,5627,0,0,0,0,0,0,1236,0,2897,0,0.2630,0.3507,0.3789,6006.5481,5.2303,0.1158,0.3448,0.7296,55.0376,9.2376,11.8974,0.0000,0.2790
0,0,0,0,0,0,47116,42711,11207,4587,16617,8037,1865,370,935,364,0,0,5650,4405,0,0,0,0,0,0,1244,0,3170,0,0.2624,0.3314,0.3891,5948.2992,5.0979,0.1267,0.3367,0.7204,100.0000,9.7355,9.3493,0.0000,0.2762
0,0,0,0,0,0,47825,42407,11474,4558,17068,8249,1829,423,973,278,231,0,6253,5418,0,0,0,0,0,0,1240,0,3225,0,0.2706,0.3532,0.4025,6487.1611,5.6204,0.1319,0.3488,0.7557,54.6169,9.5306,11.3288,0.0000,0.2848
0,0,0,0,0,0,46953,42416,11085,5007,17010,7730,1885,370,1100,372,0,0,5760,4537,0,0,0,0,0,0,1236,0,3355,0,0.2613,0.3327,0.4010,6116.3326,5.2708,0.1397,0.3365,0.7337,100.0000,10.6639,9.6629,0.0000,0.2750
0,0,0,0,0,0,47250,42361,11103,4595,16154,8079,1836,349,839,413,311,0,5716,4889,0,0,0,0,0,0,1234,0,3024,0,0.2621,0.3385,0.3813,5854.2068,5.0069,0.1192,0.3359,0.7198,57.0442,9.7249,10.3471,0.0000,0.2780
0,0,0,0,0,0,47066,42704,11088,4746,16640,7951,1746,367,1024,453,293,0,5552,4362,0,0,0,0,0,0,1244,0,3137,0,0.2596,0.3283,0.3897,5799.7858,4.9075,0.1300,0.3330,0.7179,60.7239,10.0837,9.2678,0.0000,0.2725
0,0,0,0,0,0,46948,42317,10690,5154,15466,7841,1716,339,794,375,318,0,5191,4631,0,0,0,0,0,0,1242,0,2849,0,0.2526,0.3263,0.3655,5389.5053,4.5552,0.1129,0.3247,0.6918,54.1126,10.9781,9.8641,0.0000,0.2721
0,0,0,0,0,0,46025,41878,10582,5240,15651,7665,1672,338,907,396,310,0,5158,4147,0,0,0,0,0,0,1236,0,2917,0,0.2527,0.3200,0.3737,5305.5466,4.5324,0.1210,0.3242,0.6938,56.0907,11.3851,9.0103,0.0000,0.2708
0,0,0,0,0,0,46827,42358,11117,4911,16232,8091,1816,331,879,326,302,0,5512,4469,0,0,0,0,0,0,1236,0,3026,0,0.2625,0.3328,0.3832,5732.5885,4.9069,0.1208,0.3290,0.7161,51.9108,10.4875,9.5436,0.0000,0.2800
0,0,0,0,0,0,46859,42639,11342,5307,17538,7954,1777,414,1197,342,218,0,5914,4220,0,0,0,0,0,0,1244,0,3388,0,0.2660,0.3321,0.4113,6160.3382,5.2778,0.1453,0.3382,0.7434,61.0714,11.3255,9.0057,0.0000,0.2808
0,0,0,0,0,0,46528,41909,10766,5129,15646,7918,1639,386,823,358,287,0,5203,4619,0,0,0,0,0,0,1242,0,2848,0,0.2569,0.3307,0.3733,5527.1179,4.7481,0.1164,0.3267,0.7040,55.5039,11.0235,9.9274,0.0000,0.2765
0,0,0,0,0,0,46441,42027,11142,5086,17106,7809,1816,403,1114,337,240,0,5624,4414,0,0,0,0,0,0,1232,0,3333,0,0.2651,0.3350,0.4070,6077.7487,5.2723,0.1419,0.3409,0.7420,58.4055,10.9515,9.5045,0.0000,0.2799
0,0,0,0,0,0,46625,41817,10802,5405,15935,7929,1574,338,961,317,247,0,5491,4808,0,0,0,0,0,0,1236,0,2873,0,0.2583,0.3348,0.3811,5716.8219,4.9374,0.1227,0.3298,0.7159,56.2057,11.5925,10.3121,0.0000,0.2776
0,0,0,0,0,0,46013,41773,10808,5419,16998,7506,1677,362,1263,377,289,0,5578,4240,0,0,0,0,0,0,1232,0,3302,0,0.2587,0.3270,0.4069,5868.7144,5.0699,0.1482,0.3344,0.7340,56.6066,11.7771,9.2148,0.0000,0.2720
0,0,0,0,0,0,47026,42007,10937,5813,16548,7829,1680,353,1075,348,253,0,5756,5019,0,0,0,0,0,0,1236,0,3108,0,0.2604,0.3393,0.3939,6021.9098,5.1908,0.1336,0.3349,0.7332,57.9035,12.3612,10.6728,0.0000,0.2808
0,0,0,0,0,0,45831,41849,10716,5694,16776,7466,1659,372,1219,371,242,0,5275,3982,0,0,0,0,0,0,1242,0,3250,0,0.2561,0.3207,0.4009,5678.8919,4.8870,0.1448,0.3268,0.7216,60.5220,12.4239,8.6884,0.0000,0.2718
0,0,0,0,0,0,46296,41987,10703,5814,16052,7709,1663,307,1024,368,304,0,5210,4309,0,0,0,0,0,0,1232,0,2994,0,0.2549,0.3243,0.3823,5516.3578,4.7151,0.1274,0.3215,0.7066,54.7619,12.5583,9.3075,0.0000,0.2754
0,0,0,0,0,0,46785,42919,11162,6150,17159,7886,1733,365,1178,399,254,0,5426,3866,0,0,0,0,0,0,1238,0,3276,0,0.2601,0.3212,0.3998,5801.4879,4.8933,0.1397,0.3258,0.7210,61.1026,13.1452,8.2633,0.0000,0.2805
0,0,0,0,0,0,45746,41684,10595,6037,15969,7625,1623,290,1057,353,280,0,5159,4062,0,0,0,0,0,0,1238,0,2970,0,0.2542,0.3204,0.3831,5408.3241,4.6551,0.1289,0.3188,0.7035,55.7662,13.1968,8.8795,0.0000,0.2757
0,0,0,0,0,0,46208,42143,11026,6192,17074,7709,1769,365,1183,388,236,0,5419,4065,0,0,0,0,0,0,1232,0,3317,0,0.2616,0.3266,0.4051,5893.6042,5.0753,0.1435,0.3298,0.7317,62.1795,13.4003,8.7972,0.0000,0.2831
0,0,0,0,0,0,46174,41964,10621,6081,16118,7573,1690,267,1091,414,235,0,5391,4210,0,0,0,0,0,0,1236,0,3048,0,0.2531,0.3212,0.3841,5509.1033,4.7104,0.1310,0.3196,0.7053,63.7904,13.1697,9.1177,0.0000,0.2739
0,0,0,0,0,0,46304,42330,11015,6525,16928,7744,1788,324,1159,439,271,0,5462,3974,0,0,0,0,0,0,1240,0,3271,0,0.2602,0.3237,0.3999,5781.6464,4.9422,0.1397,0.3262,0.7236,61.8310,14.0917,8.5824,0.0000,0.2845
0,0,0,0,0,0,46285,41838,10689,5993,16215,7609,1720,274,1086,422,234,0,5414,4447,0,0,0,0,0,0,1234,0,3080,0,0.2555,0.3270,0.3876,5663.5198,4.8725,0.1321,0.3256,0.7146,64.3293,12.9480,9.6079,0.0000,0.2763
0,0,0,0,0,0,46113,42176,10745,6824,16361,7597,1722,384,1042,501,313,0,5250,3937,0,0,0,0,0,0,1238,0,3148,0,0.2548,0.3184,0.3879,5498.2980,4.6766,0.1332,0.3207,0.7063,61.5479,14.7984,8.5377,0.0000,0.2828
0,0,0,0,0,0,60806,54904,14037,8330,21673,9873,2226,404,1534,578,311,0,7342,5902,0,0,0,0,0,0,1622,0,4164,0,0.2557,0.3279,0.3947,7588.3399,4.9756,0.1391,0.3265,0.7227,65.0169,13.6993,9.7063,0.0000,0.2776
0,0,0,0,0,0,46123,42128,11029,6622,17066,7734,1749,350,1196,468,288,0,5600,3995,0,0,0,0,0,0,1238,0,3295,0,0.2618,0.3257,0.4051,5862.0864,5.0427,0.1433,0.3286,0.7308,61.9048,14.3573,8.6616,0.0000,0.2866
0,0,0,0,0,0,60910,55239,14068,8535,21762,9878,2238,400,1552,560,292,0,7183,5671,0,0,0,0,0,0,1618,0,4190,0,0.2547,0.3241,0.3940,7511.7781,4.8915,0.1393,0.3248,0.7180,65.7277,14.0125,9.3105,0.0000,0.2772
0,0,0,0,0,0,60714,55449,14453,9032,21781,10476,2075,453,1449,788,409,0,7278,5265,0,0,0,0,0,0,1624,0,3977,0,0.2607,0.3248,0.3928,7492.7278,4.8860,0.1322,0.3244,0.7176,65.8312,14.8763,8.6718,0.0000,0.2892
0,0,0,0,0,0,60042,55011,13609,9228,20894,9654,2114,352,1489,552,270,0,6599,5031,0,0,0,0,0,0,1616,0,3955,0,0.2474,0.3104,0.3798,6880.5964,4.4581,0.1324,0.3123,0.6903,67.1533,15.3692,8.3791,0.0000,0.2736
0,0,0,0,0,0,59363,54803,13434,9545,19941,9796,1984,439,1215,684,493,0,6181,4560,0,0,0,0,0,0,1622,0,3638,0,0.2451,0.3031,0.3639,6333.2612,4.0848,0.1187,0.3020,0.6670,58.1138,16.0790,7.6816,0.0000,0.2774
0,0,0,0,0,0,60407,55180,13637,9956,21065,9644,2109,333,1551,540,300,0,6607,5227,0,0,0,0,0,0,1628,0,3993,0,0.2471,0.3123,0.3818,6977.5403,4.5024,0.1346,0.3137,0.6940,64.2857,16.4815,8.6530,0.0000,0.2767
0,0,0,0,0,0,59678,55284,14032,9256,20680,10233,2161,427,1211,636,419,0,6517,4394,0,0,0,0,0,0,1624,0,3799,0,0.2538,0.3088,0.3741,6684.4055,4.3310,0.1203,0.3081,0.6828,60.2844,15.5099,7.3628,0.0000,0.2861
0,0,0,0,0,0,59668,54362,13158,9634,20075,9346,2077,365,1370,704,357,0,6388,5306,0,0,0,0,0,0,1620,0,3812,0,0.2420,0.3094,0.3693,6621.7458,4.3018,0.1272,0.3086,0.6787,66.3525,16.1460,8.8925,0.0000,0.2719
0,0,0,0,0,0,60107,55377,13794,9649,20714,9932,2122,422,1318,745,429,0,6558,4730,0,0,0,0,0,0,1626,0,3862,0,0.2491,0.3082,0.3741,6722.7289,4.3205,0.1250,0.3091,0.6822,63.4583,16.0530,7.8693,0.0000,0.2809
0,0,0,0,0,0,59009,54082,13005,9493,19937,9211,2021,408,1365,718,432,0,6276,4927,0,0,0,0,0,0,1612,0,3794,0,0.2405,0.3039,0.3686,6403.2461,4.1651,0.1282,0.3037,0.6725,62.4348,16.0874,8.3496,0.0000,0.2693
0,0,0,0,0,0,59789,55385,14202,9312,21259,10313,2099,412,1378,737,494,0,6624,4404,0,0,0,0,0,0,1618,0,3889,0,0.2564,0.3112,0.3838,6902.9958,4.4720,0.1274,0.3125,0.6950,59.8700,15.5748,7.3659,0.0000,0.2869
0,0,0,0,0,0,59172,54179,12766,9945,19036,9255,1949,365,1197,679,470,0,5992,4993,0,0,0,0,0,0,1620,0,3511,0,0.2356,0.3001,0.3514,6044.4473,3.8966,0.1157,0.3007,0.6515,59.0949,16.8069,8.4381,0.0000,0.2688
0,0,0,0,0,0,59698,55026,13698,9468,19991,10036,2133,427,1102,694,470,0,6218,4672,0,0,0,0,0,0,1620,0,3662,0,0.2489,0.3077,0.3633,6466.5841,4.1772,0.1144,0.3085,0.6710,59.6220,15.8598,7.8261,0.0000,0.2833
0,0,0,0,0,0,58590,53709,12359,9641,18221,9043,1874,338,1104,811,471,0,5532,4881,0,0,0,0,0,0,1624,0,3316,0,0.2301,0.2942,0.3393,5698.9356,3.6793,0.1091,0.2954,0.6335,63.2605,16.4550,8.3308,0.0000,0.2620
0,0,0,0,0,0,59188,54913,13351,9502,18737,10106,1995,359,891,704,460,0,5577,4275,0,0,0,0,0,0,1626,0,3245,0,0.2431,0.2978,0.3412,5862.7337,3.7669,0.0981,0.2967,0.6390,60.4811,16.0539,7.2227,0.0000,0.2799
0,0,0,0,0,0,72568,65536,16120,10845,24208,11708,2385,378,1649,1033,570,0,7960,7032,0,0,0,0,0,0,1946,0,4412,0,0.2460,0.3190,0.3694,8269.2416,4.4666,0.1234,0.3193,0.6884,64.4417,14.9446,9.6902,0.0000,0.2728
0,0,0,0,0,0,72148,65751,16461,11628,24268,12065,2455,471,1470,817,548,0,7890,6397,0,0,0,0,0,0,1946,0,4396,0,0.2504,0.3168,0.3691,8149.9653,4.4153,0.1187,0.3175,0.6859,59.8535,16.1169,8.8665,0.0000,0.2847
0,0,0,0,0,0,72483,65675,16404,10957,24880,11793,2492,373,1746,863,562,0,8109,6808,0,0,0,0,0,0,1946,0,4611,0,0.2498,0.3202,0.3788,8468.0370,4.5881,0.1291,0.3203,0.6991,60.5614,15.1166,9.3925,0.0000,0.2767
0,0,0,0,0,0,73384,66465,17151,11417,26051,12171,2743,554,1683,1045,516,0,8771,6919,0,0,0,0,0,0,1942,0,4980,0,0.2580,0.3280,0.3920,9113.3862,4.9380,0.1339,0.3288,0.7200,66.9443,15.5579,9.4285,0.0000,0.2899
0,0,0,0,0,0,71118,64641,15957,10414,23537,11696,2426,351,1484,865,547,0,7472,6477,0,0,0,0,0,0,1932,0,4261,0,0.2469,0.3154,0.3641,7900.3521,4.3328,0.1173,0.3154,0.6796,61.2606,14.6433,9.1074,0.0000,0.2744
0,0,0,0,0,0,71962,65903,16590,10542,24146,12249,2505,457,1379,900,492,0,7601,6059,0,0,0,0,0,0,1944,0,4341,0,0.2517,0.3147,0.3664,8063.6615,4.3714,0.1147,0.3153,0.6811,64.6552,14.6494,8.4197,0.0000,0.2818
0,0,0,0,0,0,67454,61712,14751,10174,21168,11000,2260,316,1175,853,539,0,6441,5742,0,0,0,0,0,0,1858,0,3751,0,0.2390,0.3038,0.3430,6834.6843,3.8850,0.1040,0.3022,0.6468,61.2787,15.0829,8.5125,0.0000,0.2696
0,0,0,0,0,0,69101,63116,15683,10544,23012,11502,2392,430,1359,954,566,0,7265,5985,0,0,0,0,0,0,1860,0,4181,0,0.2485,0.3136,0.3646,7654.0763,4.3055,0.1161,0.3156,0.6782,62.7632,15.2588,8.6612,0.0000,0.2797
