year,team_id,game_id,league_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,ir,irs,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,kp,bbp,kbbp,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,irsp,gfp,era,pig,ws,whip,gbfbp,kbb,babip,wpa,ra9war,sd,md
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,'',0.0000,0.0000,0.0000,0.0000,0.0000,'','',''
0,0,0,0,0,0,58394,13965,63110,17600,16499,3727,0,4716,9520,6678,0,0,0,0,1618,0,0,0,26,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,51,0,0,0,13.6724,0.2825,0.3362,0.3014,0.6376,10.6331,2.4019,0.0000,0.0000,0.0000,0.2365,3.0393,0.0000,4.1120,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.3038,0.0000,'',1.5192,0.0000,0.7903,0.2971,0.0000,'','',''
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,'',0.0000,0.0000,0.0000,0.0000,0.0000,'','',''
0,0,0,0,0,0,64808,15951,69900,17852,16955,4247,0,5092,9129,6383,0,0,0,0,1842,0,0,0,17,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1609,87,0,0,0,12.4395,0.2616,0.3154,0.2755,0.5909,9.5665,2.3963,0.0000,0.0000,0.0000,0.1687,2.8730,0.0000,3.3707,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6015,0.0000,'',1.3822,0.0000,0.8341,0.2764,0.0000,'','',''
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,'',0.0000,0.0000,0.0000,0.0000,0.0000,'','',''
0,0,0,0,0,0,65236,15843,70208,18757,17707,3856,0,4972,9647,6778,0,0,0,0,1842,0,0,0,32,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,1589,91,0,0,0,12.8834,0.2714,0.3230,0.2875,0.6106,10.0589,2.1905,0.0000,0.0000,0.0000,0.1988,2.8245,0.0000,3.6596,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.8504,0.0000,'',1.4315,0.0000,0.7755,0.2844,0.0000,'','',''
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,'',0.0000,0.0000,0.0000,0.0000,0.0000,'','',''
0,0,0,0,0,0,40658,9911,43692,11687,10925,2697,0,3034,5932,4067,0,0,0,0,1138,0,0,0,12,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,935,68,0,0,0,12.6759,0.2687,0.3195,0.2874,0.6069,9.9208,2.4491,0.0000,0.0000,0.0000,0.2307,2.7551,0.0000,3.5784,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6932,0.0000,'',1.4084,0.0000,0.8889,0.2830,0.0000,'','',''
0,0,0,0,0,0,39251,9564,42031,11243,10559,2736,0,2780,5874,3891,0,0,0,0,1098,0,0,0,19,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,937,54,0,0,0,12.5524,0.2690,0.3174,0.2864,0.6038,9.9363,2.5747,0.0000,0.0000,0.0000,0.2146,2.6161,0.0000,3.5229,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6615,0.0000,'',1.3947,0.0000,0.9842,0.2847,0.0000,'','',''
0,0,0,0,0,0,40317,9973,43002,11079,10398,4241,0,2685,5194,3678,0,0,0,0,1122,0,0,0,17,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,976,70,0,0,0,11.8066,0.2579,0.3042,0.2748,0.5790,9.3835,3.8272,0.0000,0.0000,0.0000,0.2049,2.4230,0.0000,3.1312,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.3192,0.0000,'',1.3118,0.0000,1.5795,0.2837,0.0000,'','',''
0,0,0,0,0,0,39641,9730,42456,11225,10451,2744,0,2815,5407,3862,0,0,0,0,1106,0,0,0,13,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,954,59,0,0,0,12.2707,0.2636,0.3125,0.2832,0.5956,9.6669,2.5381,0.0000,0.0000,0.0000,0.2386,2.6038,0.0000,3.3825,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.5723,0.0000,'',1.3634,0.0000,0.9748,0.2782,0.0000,'','',''
0,0,0,0,0,0,39737,9957,42357,10160,9866,3895,0,2620,4476,3072,0,0,0,0,1124,0,0,0,21,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,997,101,0,0,0,11.2859,0.2483,0.2948,0.2557,0.5505,8.9177,3.5206,0.0000,0.0000,0.0000,0.0886,2.3682,0.0000,2.7716,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.7767,0.0000,'',1.2540,0.0000,1.4866,0.2733,0.0000,'','',''
0,0,0,0,0,0,38899,9782,41165,10105,9553,4199,0,2266,4543,3220,0,0,0,0,1108,0,0,0,20,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,954,99,0,0,0,10.8742,0.2456,0.2871,0.2598,0.5469,8.7893,3.8633,0.0000,0.0000,0.0000,0.1693,2.0848,0.0000,2.6617,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.9626,0.0000,'',1.2082,0.0000,1.8530,0.2714,0.0000,'','',''
0,0,0,0,0,0,39785,9856,42964,10670,10217,3767,0,3179,5349,3570,0,0,0,0,1120,0,0,0,30,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,955,69,0,0,0,12.2325,0.2568,0.3118,0.2682,0.5800,9.3296,3.4398,0.0000,0.0000,0.0000,0.1379,2.9029,0.0000,3.2241,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.2599,0.0000,'',1.3592,0.0000,1.1850,0.2806,0.0000,'','',''
0,0,0,0,0,0,43384,11082,45995,10606,10138,5026,0,2611,4433,3197,0,0,0,0,1252,0,0,0,12,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,143,0,0,0,10.3538,0.2337,0.2772,0.2445,0.5217,8.2334,4.0818,0.0000,0.0000,0.0000,0.1267,2.1205,0.0000,2.3540,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.5964,0.0000,'',1.1504,0.0000,1.9249,0.2613,0.0000,'','',''
0,0,0,0,0,0,42953,10911,46084,10745,10220,4277,0,3131,4874,3305,0,0,0,0,1246,0,0,0,30,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,1089,108,0,0,0,11.0126,0.2379,0.2897,0.2502,0.5399,8.4300,3.5279,0.0000,0.0000,0.0000,0.1443,2.5826,0.0000,2.6255,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.7261,0.0000,'',1.2236,0.0000,1.3660,0.2609,0.0000,'','',''
0,0,0,0,0,0,42633,10976,45641,10173,9705,5107,0,3008,4549,3232,0,0,0,0,1234,0,0,0,9,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,976,119,0,0,0,10.4243,0.2276,0.2785,0.2386,0.5172,7.9578,4.1876,0.0000,0.0000,0.0000,0.1279,2.4665,0.0000,2.3292,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.6501,0.0000,'',1.1583,0.0000,1.6978,0.2555,0.0000,'','',''
0,0,0,0,0,0,43511,10999,46775,11060,10514,4462,0,3264,5091,3656,0,0,0,0,1240,0,0,0,35,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,106,0,0,0,11.2739,0.2416,0.2946,0.2542,0.5487,8.6031,3.6511,0.0000,0.0000,0.0000,0.1489,2.6708,0.0000,2.7514,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.9915,0.0000,'',1.2527,0.0000,1.3670,0.2658,0.0000,'','',''
0,0,0,0,0,0,42584,10861,45419,10412,10001,4561,0,2835,4495,3245,0,0,0,0,1226,0,0,0,32,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,956,139,0,0,0,10.6366,0.2349,0.2826,0.2445,0.5271,8.2874,3.7795,0.0000,0.0000,0.0000,0.1135,2.3492,0.0000,2.4498,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.6890,0.0000,'',1.1818,0.0000,1.6088,0.2604,0.0000,'','',''
0,0,0,0,0,0,42217,10839,45640,10078,9700,4537,0,3423,4388,3160,0,0,0,0,1230,0,0,0,53,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,954,145,0,0,0,10.8965,0.2298,0.2875,0.2387,0.5263,8.0542,3.7672,0.0000,0.0000,0.0000,0.1046,2.8422,0.0000,2.4884,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.6239,0.0000,'',1.2107,0.0000,1.3254,0.2549,0.0000,'','',''
0,0,0,0,0,0,43108,11001,45994,10417,10105,4479,0,2886,4511,3107,0,0,0,0,1234,0,0,0,53,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,893,133,0,0,0,10.6280,0.2344,0.2824,0.2416,0.5241,8.2670,3.6643,0.0000,0.0000,0.0000,0.0851,2.3611,0.0000,2.4236,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.5419,0.0000,'',1.1809,0.0000,1.5520,0.2596,0.0000,'','',''
0,0,0,0,0,0,42000,10816,45426,9975,9552,4217,0,3426,4187,2962,0,0,0,0,1232,0,0,0,37,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,935,157,0,0,0,10.7990,0.2274,0.2857,0.2375,0.5232,7.9482,3.5090,0.0000,0.0000,0.0000,0.1173,2.8508,0.0000,2.4451,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.4647,0.0000,'',1.1999,0.0000,1.2309,0.2500,0.0000,'','',''
0,0,0,0,0,0,43162,11146,46059,10072,9724,4930,0,2897,4284,2959,0,0,0,0,1244,0,0,0,46,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,841,132,0,0,0,10.1910,0.2253,0.2740,0.2334,0.5074,7.8518,3.9808,0.0000,0.0000,0.0000,0.0937,2.3392,0.0000,2.2103,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.3893,0.0000,'',1.1323,0.0000,1.7018,0.2521,0.0000,'','',''
0,0,0,0,0,0,43014,11164,46236,9975,9522,4180,0,3222,4139,2908,0,0,0,0,1244,0,0,0,62,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,836,164,0,0,0,10.2737,0.2214,0.2756,0.2319,0.5075,7.6763,3.3698,0.0000,0.0000,0.0000,0.1217,2.5975,0.0000,2.2253,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.3443,0.0000,'',1.1415,0.0000,1.2973,0.2423,0.0000,'','',''
0,0,0,0,0,0,42810,11027,45856,10056,9729,4918,0,3046,4264,3028,0,0,0,0,1240,0,0,0,50,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,825,146,0,0,0,10.4267,0.2273,0.2786,0.2349,0.5135,7.9406,4.0140,0.0000,0.0000,0.0000,0.0890,2.4861,0.0000,2.3004,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.4714,0.0000,'',1.1585,0.0000,1.6146,0.2546,0.0000,'','',''
0,0,0,0,0,0,43426,11171,47043,10366,9913,4437,0,3617,4541,3214,0,0,0,0,1242,0,0,0,64,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,797,133,0,0,0,10.9005,0.2283,0.2876,0.2387,0.5263,7.9865,3.5747,0.0000,0.0000,0.0000,0.1217,2.9141,0.0000,2.4892,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.5894,0.0000,'',1.2112,0.0000,1.2267,0.2514,0.0000,'','',''
0,0,0,0,0,0,43773,11282,47237,10368,9927,5278,0,3464,4573,3153,0,0,0,0,1256,0,0,0,42,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,856,131,0,0,0,10.6824,0.2268,0.2835,0.2369,0.5203,7.9191,4.2104,0.0000,0.0000,0.0000,0.1173,2.7633,0.0000,2.4008,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.5152,0.0000,'',1.1869,0.0000,1.5237,0.2550,0.0000,'','',''
0,0,0,0,0,0,43668,11089,47691,11043,10401,4511,0,4023,5007,3726,0,0,0,0,1242,0,0,0,83,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,695,111,0,0,0,11.7067,0.2382,0.3024,0.2529,0.5553,8.4416,3.6612,0.0000,0.0000,0.0000,0.1737,3.2651,0.0000,2.8891,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.0241,0.0000,'',1.3007,0.0000,1.1213,0.2616,0.0000,'','',''
0,0,0,0,0,0,44039,10934,47674,11831,11237,5093,0,3635,5658,4057,0,0,0,0,1228,0,0,0,48,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,759,80,0,0,0,12.2414,0.2552,0.3120,0.2686,0.5806,9.2494,4.1922,0.0000,0.0000,0.0000,0.1630,2.9920,0.0000,3.2304,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.3394,0.0000,'',1.3602,0.0000,1.4011,0.2849,0.0000,'','',''
0,0,0,0,0,0,43969,11104,48251,11605,10657,4792,0,4282,5506,4183,0,0,0,0,1246,0,0,0,89,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,680,92,0,0,0,12.1083,0.2424,0.3096,0.2639,0.5735,8.6377,3.8840,0.0000,0.0000,0.0000,0.2561,3.4706,0.0000,3.1312,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.3904,0.0000,'',1.3454,0.0000,1.1191,0.2661,0.0000,'','',''
0,0,0,0,0,0,43612,10931,47388,11287,10819,5157,0,3776,5495,4056,0,0,0,0,1238,0,0,0,58,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,777,81,0,0,0,12.0167,0.2481,0.3080,0.2588,0.5668,8.9078,4.2460,0.0000,0.0000,0.0000,0.1284,3.1090,0.0000,3.0558,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.3395,0.0000,'',1.3352,0.0000,1.3657,0.2784,0.0000,'','',''
0,0,0,0,0,0,44004,10944,47890,12033,11172,4629,0,3886,5659,4131,0,0,0,0,1226,0,0,0,75,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,654,85,0,0,0,12.3832,0.2539,0.3144,0.2735,0.5879,9.1875,3.8067,0.0000,0.0000,0.0000,0.2360,3.1957,0.0000,3.3253,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.3972,0.0000,'',1.3759,0.0000,1.1912,0.2785,0.0000,'','',''
0,0,0,0,0,0,43025,10937,46817,10691,10214,4863,0,3792,4823,3558,0,0,0,0,1228,0,0,0,84,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,676,113,0,0,0,11.5255,0.2374,0.2992,0.2485,0.5476,8.4050,4.0017,0.0000,0.0000,0.0000,0.1308,3.1204,0.0000,2.7876,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.9279,0.0000,'',1.2806,0.0000,1.2824,0.2646,0.0000,'','',''
0,0,0,0,0,0,44189,11126,47719,11741,10811,4596,0,3530,5141,3949,0,0,0,0,1240,0,0,0,81,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,643,91,0,0,0,11.6007,0.2447,0.3005,0.2657,0.5662,8.7452,3.7178,0.0000,0.0000,0.0000,0.2508,2.8555,0.0000,2.9673,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.1944,0.0000,'',1.2890,0.0000,1.3020,0.2673,0.0000,'','',''
0,0,0,0,0,0,43861,11259,47790,10528,10084,5137,0,3929,4610,3421,0,0,0,0,1262,0,0,0,87,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,655,137,0,0,0,11.2014,0.2299,0.2932,0.2400,0.5333,8.0608,4.1063,0.0000,0.0000,0.0000,0.1183,3.1407,0.0000,2.6022,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.7346,0.0000,'',1.2446,0.0000,1.3075,0.2576,0.0000,'','',''
0,0,0,0,0,0,43723,11163,47316,11035,10234,4701,0,3593,4798,3455,0,0,0,0,1250,0,0,0,82,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,671,119,0,0,0,11.1478,0.2341,0.2922,0.2524,0.5446,8.2510,3.7901,0.0000,0.0000,0.0000,0.2153,2.8968,0.0000,2.6889,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.7855,0.0000,'',1.2386,0.0000,1.3084,0.2572,0.0000,'','',''
0,0,0,0,0,0,43326,11109,47543,10479,9999,4857,0,4217,4922,3620,0,0,0,0,1242,0,0,0,77,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,662,101,0,0,0,11.5171,0.2308,0.2990,0.2419,0.5409,8.1007,3.9349,0.0000,0.0000,0.0000,0.1296,3.4164,0.0000,2.7254,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.9328,0.0000,'',1.2797,0.0000,1.1518,0.2568,0.0000,'','',''
0,0,0,0,0,0,43637,11164,46906,10820,10145,4729,0,3269,4522,3406,0,0,0,0,1248,0,0,0,78,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,679,136,0,0,0,10.8139,0.2325,0.2860,0.2480,0.5339,8.1785,3.8123,0.0000,0.0000,0.0000,0.1814,2.6353,0.0000,2.5371,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.7458,0.0000,'',1.2015,0.0000,1.4466,0.2564,0.0000,'','',''
0,0,0,0,0,0,44028,11286,48100,10602,10170,4698,0,4072,4599,3541,0,0,0,0,1250,0,0,0,100,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,632,104,0,0,0,11.3573,0.2310,0.2961,0.2408,0.5369,8.1100,3.7464,0.0000,0.0000,0.0000,0.1148,3.2472,0.0000,2.6619,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.8238,0.0000,'',1.2619,0.0000,1.1537,0.2559,0.0000,'','',''
0,0,0,0,0,0,43798,11219,46814,10858,10141,4827,0,3016,4290,3256,0,0,0,0,1244,0,0,0,82,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,682,140,0,0,0,10.5547,0.2315,0.2810,0.2479,0.5290,8.1352,3.8723,0.0000,0.0000,0.0000,0.1917,2.4195,0.0000,2.4484,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.6120,0.0000,'',1.1727,0.0000,1.6005,0.2557,0.0000,'','',''
0,0,0,0,0,0,43720,11227,47551,10438,10039,4146,0,3831,4540,3318,0,0,0,0,1244,0,0,0,101,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,661,128,0,0,0,11.1187,0.2296,0.2917,0.2387,0.5304,8.0477,3.3236,0.0000,0.0000,0.0000,0.1066,3.0711,0.0000,2.5634,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.6598,0.0000,'',1.2354,0.0000,1.0822,0.2512,0.0000,'','',''
0,0,0,0,0,0,44122,11270,47179,10918,10312,4495,0,3057,4408,3388,0,0,0,0,1250,0,0,0,62,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,721,131,0,0,0,10.6762,0.2337,0.2834,0.2475,0.5308,8.2350,3.5896,0.0000,0.0000,0.0000,0.1613,2.4413,0.0000,2.4867,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.7056,0.0000,'',1.1862,0.0000,1.4704,0.2564,0.0000,'','',''
0,0,0,0,0,0,36159,9219,39365,8790,8502,2977,0,3206,3703,2839,0,0,0,0,1016,0,0,0,68,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,614,96,0,0,0,11.4299,0.2351,0.2974,0.2431,0.5405,8.3000,2.9063,0.0000,0.0000,0.0000,0.0937,3.1298,0.0000,2.7076,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.7716,0.0000,'',1.2700,0.0000,0.9286,0.2541,0.0000,'','',''
0,0,0,0,0,0,36072,9170,38594,8979,8562,2898,0,2522,3682,2815,0,0,0,0,1016,0,0,0,45,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,666,108,0,0,0,10.8785,0.2374,0.2872,0.2489,0.5361,8.4033,2.8443,0.0000,0.0000,0.0000,0.1364,2.4752,0.0000,2.5690,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.7628,0.0000,'',1.2087,0.0000,1.1491,0.2550,0.0000,'','',''
0,0,0,0,0,0,40136,10046,43505,10718,9998,3577,0,3369,4586,3597,0,0,0,0,1120,0,0,0,49,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,645,91,0,0,0,11.9752,0.2491,0.3073,0.2670,0.5743,8.9570,3.2046,0.0000,0.0000,0.0000,0.2150,3.0182,0.0000,3.1158,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.2225,0.0000,'',1.3306,0.0000,1.0617,0.2687,0.0000,'','',''
0,0,0,0,0,0,39795,10064,42407,10224,9603,3294,0,2612,4071,3253,0,0,0,0,1116,0,0,0,51,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,657,101,0,0,0,10.9236,0.2413,0.2880,0.2569,0.5450,8.5877,2.9457,0.0000,0.0000,0.0000,0.1851,2.3359,0.0000,2.6528,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.9091,0.0000,'',1.2137,0.0000,1.2611,0.2589,0.0000,'','',''
0,0,0,0,0,0,45019,11036,48826,13018,11911,3633,0,3807,5869,4647,0,0,0,0,1234,0,0,0,67,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,701,80,0,0,0,12.8182,0.2646,0.3219,0.2892,0.6111,9.7136,2.9628,0.0000,0.0000,0.0000,0.3009,3.1047,0.0000,3.6441,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.7897,0.0000,'',1.4242,0.0000,0.9543,0.2814,0.0000,'','',''
0,0,0,0,0,0,45030,11221,48047,12150,11367,3636,0,3017,4893,3904,0,0,0,0,1234,0,0,0,76,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,694,108,0,0,0,11.5369,0.2524,0.2994,0.2698,0.5692,9.1171,2.9163,0.0000,0.0000,0.0000,0.2093,2.4198,0.0000,2.9858,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.1313,0.0000,'',1.2819,0.0000,1.2052,0.2700,0.0000,'','',''
0,0,0,0,0,0,45561,11018,49504,13938,12507,3606,0,3943,6303,5239,0,0,0,0,1232,0,0,0,85,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,650,60,0,0,0,13.4371,0.2745,0.3323,0.3059,0.6382,10.2163,2.9455,0.0000,0.0000,0.0000,0.3896,3.2208,0.0000,4.0565,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.2795,0.0000,'',1.4930,0.0000,0.9145,0.2900,0.0000,'','',''
0,0,0,0,0,0,45185,10980,48067,13625,12245,3356,0,2882,5632,4610,0,0,0,0,1226,0,0,0,92,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,623,67,0,0,0,12.3992,0.2710,0.3147,0.3015,0.6162,10.0369,2.7508,0.0000,0.0000,0.0000,0.3770,2.3623,0.0000,3.6111,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.7787,0.0000,'',1.3777,0.0000,1.1645,0.2849,0.0000,'','',''
0,0,0,0,0,0,45188,11059,48968,13586,12011,3580,0,3780,5865,4955,0,0,0,0,1236,0,0,0,88,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,636,76,0,0,0,12.8510,0.2658,0.3225,0.3007,0.6231,9.7748,2.9135,0.0000,0.0000,0.0000,0.4273,3.0762,0.0000,3.7686,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0325,0.0000,'',1.4279,0.0000,0.9471,0.2796,0.0000,'','',''
0,0,0,0,0,0,45663,11032,49101,14157,12567,3355,0,3438,6194,5022,0,0,0,0,1240,0,0,0,68,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,604,71,0,0,0,13.0570,0.2752,0.3260,0.3100,0.6360,10.2523,2.7370,0.0000,0.0000,0.0000,0.4324,2.8047,0.0000,3.9512,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0970,0.0000,'',1.4508,0.0000,0.9759,0.2881,0.0000,'','',''
0,0,0,0,0,0,44879,11009,48979,13178,11852,3601,0,4100,5887,4872,0,0,0,0,1232,0,0,0,93,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,609,61,0,0,0,13.0410,0.2641,0.3257,0.2936,0.6193,9.6892,2.9439,0.0000,0.0000,0.0000,0.3613,3.3518,0.0000,3.7708,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.9829,0.0000,'',1.4490,0.0000,0.8783,0.2794,0.0000,'','',''
0,0,0,0,0,0,45561,11073,49056,13956,12342,3406,0,3495,5987,4913,0,0,0,0,1234,0,0,0,74,0,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,615,67,0,0,0,12.8721,0.2709,0.3228,0.3063,0.6291,10.0314,2.7684,0.0000,0.0000,0.0000,0.4373,2.8407,0.0000,3.8377,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.9932,0.0000,'',1.4302,0.0000,0.9745,0.2836,0.0000,'','',''
